time,left_force_x,left_force_y,left_force_z,left_torque_x,left_torque_y,left_torque_z,right_force_x,right_force_y,right_force_z,right_torque_x,right_torque_y,right_torque_z
8.57999992,-38.6827774,6.20352173,404.8855896,-43.5620079,-7.48443794,-2.9014163,31.99163628,-10.33066559,351.47824097,-25.11976624,44.38895798,6.94041538
8.59000015,-37.69266129,5.88674307,404.49542236,-43.46707535,-7.58299446,-3.09929061,33.27556992,-11.09768486,352.5020752,-25.1160202,44.7833252,6.80604553
8.59999943,-38.07297134,6.06031322,404.49700928,-43.27749252,-7.38553429,-2.70779967,32.7618866,-10.73471069,354.1027832,-25.20936394,44.87998199,6.86108017
8.60999966,-38.70494843,6.60260105,403.89569092,-43.18424988,-7.28734016,-3.23284364,33.0089798,-9.54658127,354.62948608,-25.30328941,44.97756958,7.03875351
8.61999989,-38.20461273,6.71269321,402.37976074,-42.90283203,-7.18950462,-3.00611115,33.04256058,-10.18015194,356.19366455,-25.39663315,45.07422638,7.04003811
8.63000011,-37.80354691,7.20061874,401.43292236,-42.71465683,-7.18986702,-2.76737618,32.36255264,-10.31840897,356.68389893,-25.49056244,45.17181396,7.0372715
8.63999939,-38.64879608,6.21016884,399.59188843,-42.4332428,-7.09203529,-2.53295255,33.42914581,-10.33047485,358.33724976,-25.39457703,45.26901245,6.79141045
8.64999962,-39.33987045,5.68130779,398.74798584,-42.2450676,-7.09239769,-2.84853506,33.16433334,-10.09924221,357.18774414,-25.39447021,45.27094269,7.04327345
8.65999985,-38.56764984,5.96311569,398.21908569,-41.96310043,-7.19165993,-3.00279403,33.17851257,-10.1949358,358.25415039,-25.39457703,45.26901245,7.08246708
8.67000008,-38.29800034,6.58045578,397.15090942,-41.96364594,-6.99456215,-2.83288193,33.36817551,-10.76523495,359.36694336,-25.58015442,45.6628418,6.76760292
8.67999935,-38.78551865,6.64622307,396.48626709,-41.8704071,-6.89636803,-3.391572,33.40244675,-10.3181448,361.45007324,-25.5796814,45.65997314,7.18039513
8.68999958,-38.64190292,6.1437397,396.57266235,-41.8704071,-6.89636803,-2.60327744,33.64600372,-10.04444408,362.91625977,-25.67144394,45.95428085,6.69968891
8.69999981,-37.90642548,6.0520916,396.10314941,-41.58589172,-6.79746437,-2.80158162,32.64276886,-10.95471573,364.01364136,-25.85929489,46.14945984,6.76569271
8.71000004,-38.42149353,7.08239841,396.13009644,-41.39885712,-6.79817009,-2.54077983,33.66180038,-10.25428581,365.55340576,-25.95264053,46.24610901,6.63417006
8.72000027,-37.62262344,7.03668118,393.53924561,-41.11629868,-6.69999504,-2.40051937,33.13337708,-10.59989548,365.65966797,-25.95264053,46.24610901,6.94054461
8.72999954,-39.01264572,7.41799068,392.85406494,-41.02560425,-6.79996681,-2.40196729,33.78467941,-10.71556854,366.66687012,-25.9504776,46.44282913,7.26867676
8.73999977,-38.12334442,7.71269274,391.39407349,-40.93122101,-6.70142555,-2.72789288,33.45288467,-8.8569088,366.59875488,-25.9504776,46.44282913,6.99079895
8.75,-36.3815155,7.24340916,390.47155762,-40.74304962,-6.70178795,-2.62984157,33.58840179,-9.5073719,366.58224487,-25.75887299,46.64202118,6.99411249
8.76000023,-36.87256622,7.14678335,389.33117676,-40.55487442,-6.70215034,-2.39749384,34.16004562,-10.36485863,367.12786865,-25.85438538,46.54195786,6.99699879
8.7699995,-37.37041855,8.50684929,388.83786011,-40.46163177,-6.60395622,-2.36069989,34.3984375,-9.34895706,368.61669922,-25.7561264,46.83779907,6.96342039
8.77999973,-36.87427521,7.94876957,388.36700439,-40.17711639,-6.50504875,-2.56101298,33.08050537,-9.82866096,369.69781494,-25.75623512,46.83586884,6.89464855
8.78999996,-38.51202011,7.64162397,387.16186523,-39.98894119,-6.50541115,-2.36812735,35.52544403,-9.24593163,370.29559326,-25.8501606,46.93345642,6.96796465
8.80000019,-38.26493454,7.85973501,386.1690979,-39.99204254,-6.50648308,-2.30327129,34.55966187,-9.09337616,370.75830078,-25.94181633,47.22969818,6.80700827
8.80999947,-36.46446991,8.34988785,385.23522949,-39.80386353,-6.50684738,-2.65034246,33.87452316,-8.83140278,372.27923584,-26.03743553,47.12770081,7.02249718
8.81999969,-36.48294067,7.65753937,385.29156494,-39.80386353,-6.50684738,-2.46557426,34.88581085,-9.95041847,374.02124023,-26.12919426,47.42200851,7.01488781
8.82999992,-37.25475693,8.81237125,383.53863525,-39.52075958,-6.6057663,-2.03581047,35.07579803,-8.93485451,374.88256836,-26.31863022,47.41953659,6.96469545
8.84000015,-35.9833374,7.97604084,383.20776367,-39.61455536,-6.50686646,-2.36138391,34.93388748,-10.57678318,376.48327637,-26.41039276,47.7138443,7.33734465
8.84999943,-35.62566757,8.05048561,383.36630249,-39.42752075,-6.50757217,-2.49733138,34.64162827,-10.27889729,377.05856323,-26.50431824,47.81143188,7.37044573
8.85999966,-36.4618988,8.17450905,381.54577637,-39.3331337,-6.40903473,-2.5536902,35.37192535,-10.31953144,378.63580322,-26.59607697,48.10573578,7.44489098
8.86999989,-35.96176147,8.90514755,381.09805298,-39.23989105,-6.31083679,-2.48923087,35.22281647,-10.19094753,379.2177124,-26.69158936,48.00567627,7.03726578
8.88000011,-37.25246048,8.29985237,380.54156494,-38.95792389,-6.41009903,-2.26610184,33.73382568,-9.91143036,380.14318848,-26.68942642,48.20239258,7.04178619
8.88999939,-35.8253212,7.50467348,378.88339233,-38.86354065,-6.31156158,-2.29420733,35.12231445,-10.33207989,380.7277832,-26.7833519,48.29998016,6.84990311
8.89999962,-35.19902039,7.9610672,378.43450928,-38.5815773,-6.41082382,-2.05805993,34.61531067,-11.24989796,381.21923828,-26.68725967,48.39910889,7.17082787
8.90999985,-36.21723175,9.31831837,377.93807983,-38.48833466,-6.3126297,-2.15528727,34.61111069,-10.63069057,381.71337891,-26.78118515,48.49670029,7.46539211
8.92000008,-36.34305191,9.03935814,376.85671997,-38.48719406,-6.31228638,-2.58559823,35.15146255,-9.43189335,382.15393066,-26.87511063,48.59428787,7.52973461
8.92999935,-36.11439896,7.68401098,376.47268677,-38.39395142,-6.21409225,-2.23491693,35.65571213,-10.8562994,382.80700684,-26.96903992,48.69187927,7.59892559
8.93999958,-36.34588623,9.31781864,375.39144897,-38.20578003,-6.21445084,-2.06236172,35.50442123,-10.23938656,383.35406494,-27.0645504,48.59181595,7.60719633
8.94999981,-36.22560883,8.16855621,375.4057312,-38.20578003,-6.21445084,-2.19763446,36.07554626,-10.34953403,384.93145752,-27.15631104,48.88612366,7.12510681
8.96000004,-35.87806702,8.37760448,374.90136719,-38.11084747,-6.31300735,-2.2320981,35.42334366,-11.08096695,386.4624939,-27.24806976,49.18043137,7.22209549
8.97000027,-35.44035339,7.41675186,375.37976074,-38.20578003,-6.21445084,-2.19435334,36.22906113,-10.90221405,386.99926758,-27.34199905,49.27801895,7.44653368
8.97999954,-36.46982956,8.67516041,374.81207275,-38.30211639,-6.3137207,-2.32852435,35.34073639,-10.46410942,387.55368042,-27.43592453,49.37561035,7.15868092
8.98999977,-35.58044052,8.90529633,374.30230713,-38.20718765,-6.41227722,-2.02496052,34.92845154,-11.0369606,388.66851807,-27.43534279,49.37467575,7.42067385
9,-35.5968399,8.23721981,373.32641602,-38.01901245,-6.41263962,-2.19472265,36.25068283,-9.81153679,388.50408936,-27.43534279,49.37467575,7.27304173
9.01000023,-36.07712555,8.53094864,371.55731201,-37.92717743,-6.51226807,-1.59627891,35.34249878,-10.20272827,387.44613647,-27.24590683,49.37714767,7.47209549
9.0199995,-34.31265259,8.89753342,370.80563354,-37.74069214,-6.31587601,-2.12494087,35.12194824,-9.36656189,387.99053955,-27.34141731,49.27708435,6.72360039
9.02999973,-34.93476105,9.43771553,370.2355957,-37.64321136,-6.21626663,-1.88975775,35.48548508,-9.92743111,387.99557495,-27.53143501,49.27554703,7.31164455
9.03999996,-35.97050858,8.41938591,370.52716064,-37.5494194,-6.31516647,-2.15994477,35.09365845,-9.54012489,388.54837036,-27.43534279,49.37467575,7.63707447
9.05000019,-35.82670975,8.86249447,370.1651001,-37.64321136,-6.21626663,-1.76377916,36.13396454,-10.189291,389.09701538,-27.52926826,49.47226334,7.22758722
9.05999947,-35.19136429,9.24421215,369.71044922,-37.54996872,-6.11807251,-2.38581157,36.21949387,-10.19009209,389.55047607,-27.43545151,49.3727417,7.63752699
9.06999969,-35.69067001,9.09077549,370.13882446,-37.45617676,-6.21697235,-1.72773349,35.83415222,-11.01645279,388.53918457,-27.62536049,49.37313461,7.7078557
9.07999992,-35.17913055,8.70877457,370.15313721,-37.45617676,-6.21697235,-1.82973814,34.97058487,-10.30464363,388.9776001,-27.52926826,49.47226334,7.40645647
9.09000015,-35.68618011,9.45390224,368.99731445,-37.6463089,-6.21733856,-1.76112437,35.79869843,-10.18920135,389.15292358,-27.52926826,49.47226334,7.80706263
9.09999943,-35.08210373,8.17886829,369.146698,-37.6446228,-6.4140892,-1.99717867,35.64248276,-10.87597466,389.58154297,-27.62319374,49.56985474,7.42098522
9.10999966,-35.45830536,7.89124966,369.09674072,-37.6446228,-6.4140892,-2.35818243,35.46944046,-9.93804741,390.24539185,-27.52937698,49.47032928,7.38452721
9.11999989,-33.67560196,8.38755798,368.73864746,-37.55137634,-6.31589508,-1.95975554,35.63920593,-9.66909981,389.52337646,-27.62319374,49.56985474,7.34300232
9.13000011,-34.42336655,9.28037739,368.11224365,-37.45813751,-6.21770096,-1.66052902,35.65102386,-10.0326786,389.57305908,-27.81321144,49.5683136,7.45004272
9.13999939,-35.04895782,8.54582787,367.45440674,-37.36320496,-6.31625748,-1.82729232,34.9899292,-11.09851074,389.57244873,-27.81321144,49.5683136,7.18821239
9.14999962,-33.53670502,8.71284294,368.22595215,-37.26686096,-6.21699142,-2.01916528,35.61339951,-10.78139877,388.97567749,-27.71928596,49.47072601,7.70306778
9.15999985,-35.3319664,9.35773468,366.59460449,-37.17502975,-6.31661987,-2.05914474,35.20576859,-11.7118187,389.08511353,-27.71928596,49.47072601,7.81396675
9.17000008,-34.67365265,7.83311033,367.11810303,-37.08037567,-6.02060318,-2.22735,35.87055206,-10.88031387,389.03497314,-27.71928596,49.47072601,7.6105299
9.17999935,-33.52082825,7.68344831,367.05029297,-37.0829277,-6.21876907,-1.88918233,35.83597565,-10.41906357,388.57611084,-27.81537819,49.37159729,7.73990822
9.18999958,-35.42989731,8.84620285,367.06201172,-37.08037567,-6.02060318,-2.22279072,34.71807861,-10.73781586,389.05249023,-27.71928596,49.47072601,7.47949553
9.19999981,-35.9705658,8.81078434,366.58184814,-36.79840851,-6.1198616,-2.09456611,36.2530632,-10.77642822,389.02182007,-27.71928596,49.47072601,7.41535807
9.21000004,-35.06430817,8.52740955,367.00360107,-36.89165497,-6.21805954,-2.31797075,34.97982788,-10.03826332,389.05804443,-27.71928596,49.47072601,7.41459846
9.22000027,-35.84021378,8.66926575,367.04751587,-36.70207214,-6.02059555,-2.42598701,35.20705795,-10.38612556,389.61883545,-27.81479645,49.37066269,7.44486618
9.22999954,-34.67801285,9.42044544,366.56768799,-36.79840851,-6.1198616,-2.12060189,35.20159912,-11.49100113,389.53201294,-27.81479645,49.37066269,7.54640675
9.23999977,-34.68968582,9.025383,367.14111328,-36.70207214,-6.02059555,-2.28692937,34.92778778,-11.12389374,388.62301636,-27.62536049,49.37313461,7.78357601
9.25,-34.91034317,8.82334423,366.48553467,-36.60882568,-5.92240143,-1.95666897,35.16081619,-10.68973923,388.65216064,-27.62763596,49.17448425,7.51714468
9.26000023,-34.79053497,9.16013432,366.97521973,-36.70207214,-6.02059555,-2.21518922,35.44098663,-10.77517891,389.13122559,-27.72087097,49.27307129,7.29342604
9.2699995,-36.5980072,8.49134064,368.09817505,-36.70320892,-6.02093887,-1.96561134,36.19931793,-11.4145031,388.55023193,-27.62536049,49.37313461,7.4501152
9.27999973,-35.2918129,9.41407967,368.53649902,-36.60686493,-5.92167282,-2.41255307,34.8537178,-11.13365173,388.40853882,-27.62536049,49.37313461,7.08802128
9.28999996,-34.54026413,8.40372849,369.23370361,-36.70179749,-5.8231163,-2.35220051,35.99547958,-10.43253899,388.47457886,-27.62536049,49.37313461,7.24733496
9.30000019,-35.59944534,9.03587341,370.23861694,-36.70125198,-6.02021027,-2.45518565,35.53790665,-11.26557541,389.05792236,-27.53313065,49.07596207,7.38518238
9.30999947,-36.60297394,9.26064682,370.24230957,-36.70125198,-6.02021027,-2.03020501,36.20235443,-11.78605652,388.55276489,-27.43761826,49.17602539,7.15443182
9.31999969,-36.33962631,10.00682449,371.22418213,-36.69984055,-5.8223877,-1.95905447,35.44693375,-11.87642097,387.44696045,-27.43750954,49.17795563,7.51703215
9.32999992,-36.83436203,9.40351486,371.12792969,-36.69984055,-5.8223877,-2.1265583,35.45889282,-11.40132141,387.4552002,-27.24976349,48.98084259,7.31993532
9.34000015,-36.72150803,9.9724617,372.18133545,-36.50970459,-5.82202148,-2.38681221,35.33603287,-10.47517681,385.79003906,-27.15414429,49.08283997,6.87943506
9.34999943,-35.96349335,9.06537724,371.65673828,-36.60604858,-5.92128754,-2.42275476,35.0611496,-10.59879684,386.98812866,-26.96582031,48.88479614,6.86397266
9.35999966,-36.07325745,9.28091621,372.75439453,-36.60463715,-5.72346497,-1.82779205,34.95623016,-10.22051334,386.44830322,-26.87030983,48.98485565,6.91880989
9.36999989,-37.61734772,10.28685951,373.22869873,-36.69788361,-5.82165909,-2.15972257,34.77774811,-10.47391605,386.50683594,-26.87030983,48.98485565,7.21658516
9.38000011,-36.35502243,9.15782928,374.37017822,-36.50775146,-5.82128906,-1.92867792,34.84796906,-10.59469891,386.37225342,-26.87030983,48.98485565,6.72358322
9.38999939,-37.22790527,9.41444206,374.26766968,-36.50775146,-5.82128906,-2.09038162,34.92034912,-10.03370094,385.91607666,-26.77638435,48.88726425,6.91523361
9.39999962,-36.08338165,9.96085167,374.9079895,-36.60268021,-5.72273254,-2.28009176,34.58842087,-10.32285023,385.28152466,-26.68245888,48.78967667,6.9078126
9.40999985,-38.75786209,8.19711113,374.043396,-36.50775146,-5.82128906,-2.36596036,34.99139404,-10.30567837,385.52206421,-26.68245888,48.78967667,6.62496471
9.42000008,-37.23051071,10.16195583,374.831604,-36.60268021,-5.72273254,-2.22354937,34.77853394,-9.65692043,384.8949585,-26.58852959,48.69208527,7.05482101
9.42999935,-36.73630524,9.12919807,374.91174316,-36.60268021,-5.72273254,-2.29105616,34.43914032,-9.07754326,383.23474121,-26.30516815,48.5969696,6.83966637
9.43999958,-37.22499466,8.31570625,375.26651001,-36.69592285,-5.82092667,-2.26228571,34.16735458,-9.29267406,383.29946899,-26.11742401,48.39985657,6.77979422
9.44999981,-37.10573959,8.82798576,375.76165771,-36.7891655,-5.9191246,-2.09037471,33.63982391,-8.38541031,382.25640869,-26.11731339,48.40179062,6.71406651
9.46000004,-37.00567245,8.80295086,376.79141235,-36.9773407,-5.91876221,-2.32597899,33.99377823,-9.72956944,382.21472168,-26.11731339,48.40179062,6.7843008
9.46999931,-37.64402771,9.37665272,377.37322998,-37.26185608,-6.01766586,-2.16585326,33.97254181,-9.77092457,381.66455078,-25.83405685,48.30474091,6.96525335
9.47999954,-36.72579956,8.62914944,378.47088623,-37.45002747,-6.01730347,-2.19170833,33.10696411,-9.45625496,381.10003662,-26.11948013,48.20507431,6.80205584
9.48999977,-37.75624466,8.18638229,379.94329834,-37.54017639,-6.11442566,-2.39391708,35.15095901,-8.14991856,381.1618042,-26.11948013,48.20507431,6.77322674
9.5,-37.62774277,7.94618607,379.98101807,-37.73144913,-6.11513519,-2.36539912,33.48389816,-9.4088068,380.05480957,-25.93004227,48.20754623,6.73560429
9.51000023,-38.04071426,7.45546913,380.51580811,-37.82469177,-6.21333313,-2.33688045,34.06538773,-9.0532589,379.69293213,-25.83611679,48.10995865,6.74343157
9.5199995,-37.14499664,8.32284355,381.04705811,-37.91793442,-6.31152725,-2.46209884,32.90776825,-9.29093647,378.57592773,-25.83828354,47.91323853,7.09941101
9.52999973,-37.13875198,7.5713253,380.97161865,-38.10665512,-6.11407089,-2.59845424,34.3423233,-8.92484474,378.60241699,-25.83828354,47.91323853,6.77515554
9.53999996,-38.13969803,7.69210863,381.46496582,-38.38948059,-6.409729,-2.26825666,33.95713425,-8.8527174,378.07299805,-25.5550251,47.81619263,6.44723654
9.55000019,-36.62062454,7.16227913,382.621521,-38.57765961,-6.40936661,-2.33269882,34.05695724,-8.70072651,377.03817749,-25.55491829,47.81812286,7.02996922
9.55999947,-37.65489197,7.97101593,383.17581177,-38.67089844,-6.50756073,-2.26871467,33.18017578,-9.1646862,377.54794312,-25.65042877,47.71806335,6.54797649
9.56999969,-37.643116,6.97667694,382.58233643,-38.95427704,-6.60612488,-2.26780152,34.20011139,-8.24933529,376.45898438,-25.65100861,47.71899414,6.99546146
9.57999992,-36.8683548,8.12039661,383.13079834,-39.04920959,-6.50756836,-2.03268766,33.70215225,-9.54159069,376.95788574,-25.74493408,47.81658554,6.9009738
9.59000015,-37.78661346,7.13061237,383.70581055,-39.14245224,-6.60576248,-2.33840919,34.20496368,-8.6901207,378.10134888,-25.93437576,47.8141098,6.87478924
9.59999943,-37.14198685,6.85089445,382.71765137,-39.3325882,-6.60612869,-2.56923079,34.10155487,-9.36158276,377.5632019,-26.03046799,47.71498489,6.90515041
9.60999966,-37.53700638,6.50093079,382.08520508,-39.42723846,-6.90214539,-2.57349014,34.08786392,-8.54329681,376.94110107,-26.12428284,47.81450653,6.66957664
9.61999989,-37.02919388,7.7349081,382.05929565,-39.42723846,-6.90214539,-2.23411489,32.69756699,-9.14231968,376.91009521,-26.31430054,47.81297302,6.39389277
9.63000011,-37.1097908,6.90386581,381.47195435,-39.52103043,-6.80324554,-2.36530209,33.67715454,-8.19146633,378.12030029,-26.12439346,47.81257629,6.93576717
9.63999939,-37.63290405,6.1884079,382.07397461,-39.61595917,-6.70468903,-2.17595768,32.41667175,-9.98133945,377.54064941,-26.40822601,47.91056061,6.83651972
9.64999962,-37.49723053,7.04066801,381.53460693,-39.71230316,-6.80395508,-2.43676615,33.05043411,-9.62822914,377.62988281,-26.40822601,47.91056061,6.71348667
9.65999985,-37.14706421,5.32827282,381.08691406,-39.61737061,-6.9025116,-2.97015929,33.19780731,-10.32846165,378.07385254,-26.50215149,48.00814819,6.80843782
9.67000008,-38.12050629,6.69798374,380.97460938,-39.61482239,-6.7043457,-2.30262089,33.61047363,-10.44170856,378.12683105,-26.69216919,48.00661087,6.55392408
9.67999935,-37.61394119,6.61206436,379.87982178,-39.61791992,-6.70541763,-2.63237047,33.61510849,-9.44253826,378.55297852,-26.78768158,47.90654755,6.80438232
9.68999958,-38.28895569,6.132514,379.45397949,-39.52298737,-6.80397415,-2.41018701,33.48718643,-9.91870689,378.63818359,-26.78609848,48.10420227,6.97857571
9.69999981,-37.52030945,6.08824825,379.09249878,-39.42974091,-6.70578003,-2.74058366,33.46344757,-9.98143673,378.08026123,-26.87991714,48.20372391,6.77968836
9.71000004,-36.37592697,6.05223274,378.48773193,-39.33481216,-6.80433655,-2.63630462,32.98868179,-9.41688347,379.01602173,-26.88161087,48.00413895,6.82770538
9.71999931,-37.61974716,6.52308846,377.3197937,-39.14832687,-6.6079483,-2.76490331,33.84115601,-9.8143177,378.69961548,-26.97542572,48.10366058,6.91133881
9.72999954,-37.34829712,6.46495152,376.29205322,-39.33846283,-6.60831451,-2.40503526,32.46673203,-9.99534893,379.66027832,-26.97553635,48.10172653,6.88236427
9.73999977,-37.62244415,6.94141722,376.87704468,-39.05339432,-6.70650482,-2.46924233,33.84526062,-10.87877941,379.14117432,-27.0693512,48.20124817,6.61203814
9.75,-36.2207756,7.02195311,376.42034912,-39.1497345,-6.80577087,-2.33052468,34.50047684,-10.72181034,379.65966797,-27.16327667,48.29883957,7.00414991
9.76000023,-37.1364212,7.33551884,374.80737305,-39.05535507,-6.70723343,-2.79816461,33.73638916,-10.6160326,380.17877197,-27.25720215,48.39642715,7.11280823
9.7699995,-37.63053894,7.144454,375.15631104,-38.96156311,-6.80613327,-2.46799016,33.51338959,-9.8877573,382.78808594,-27.35066032,48.4911499,6.71680689
9.77999973,-37.87595749,6.50037479,374.71777344,-38.86832047,-6.70793915,-2.50263286,32.99686432,-10.79650974,383.2590332,-27.4445858,48.5887413,7.3733263
9.78999996,-37.11283493,6.95992947,373.75668335,-38.68014526,-6.70830154,-2.49861288,34.70756149,-11.16149521,383.77886963,-27.72625351,48.88344193,7.04672146
9.80000019,-36.09027481,6.83328247,372.77490234,-38.68069458,-6.51120758,-2.40400982,33.41481781,-10.54071426,384.31838989,-27.8201828,48.98102951,6.94675589
9.80999947,-36.47128677,6.67973614,372.15820313,-38.39872742,-6.610466,-2.40286732,33.83472443,-10.77149582,384.79846191,-27.72636604,48.88150787,6.83911228
9.81999969,-37.61539078,7.25162601,372.04986572,-38.20914459,-6.41300583,-2.7957952,34.24958038,-10.62211227,385.92245483,-27.91352654,49.07768631,6.7290802
9.82999992,-36.61227417,6.64656925,370.67251587,-38.11476135,-6.31446838,-2.50922155,34.30503845,-11.00990486,386.49725342,-28.00745201,49.1752739,6.92398024
9.84000015,-36.72100067,7.73356485,370.12271118,-38.02151871,-6.21627045,-2.36646175,34.48006821,-10.65410614,386.48513794,-28.00745201,49.1752739,6.79899645
9.84999943,-37.88755417,7.86350155,369.01275635,-37.6446228,-6.4140892,-2.3723731,33.44063568,-11.35479927,386.95584106,-27.91135979,49.27440262,6.98207712
9.85999966,-36.3312912,6.94092464,368.6036377,-37.55137634,-6.31589508,-2.33255363,33.30564499,-11.5045166,387.96832275,-27.91146851,49.27246857,6.8579731
9.86999989,-36.58023071,7.65879631,367.51196289,-37.36489105,-6.11950684,-2.19934583,33.73561478,-11.20995712,388.0352478,-27.90919495,49.47112274,6.9556098
9.88000011,-36.34337616,7.93822193,367.04763794,-37.2699585,-6.21806335,-2.69082141,34.97491837,-10.9862442,388.16918945,-27.91146851,49.27246857,6.69258451
9.88999939,-36.45646286,8.2327652,366.98132324,-37.2699585,-6.21806335,-2.59205222,34.38056183,-10.9413681,389.03320313,-28.09863281,49.468647,6.58613491
9.89999962,-36.57370758,7.99685574,366.4175415,-37.17671967,-6.11986923,-2.23030686,34.37046051,-11.80099487,388.97640991,-27.90930367,49.46918488,7.08209467
9.90999985,-36.69941711,8.00998878,366.95700073,-37.08037567,-6.02060318,-2.32987833,34.19769669,-10.77282524,390.11480713,-28.09646988,49.66536713,6.94793892
9.92000008,-36.57405472,8.59293556,366.42529297,-36.98713303,-5.92240524,-2.52811456,33.72627258,-10.0877037,390.58810425,-28.00265121,49.56584167,7.0517621
9.92999935,-36.8236618,7.8738656,366.96203613,-36.89334106,-6.02130508,-2.19712305,34.81002808,-9.71343327,391.03686523,-28.09657669,49.66342926,7.02363443
9.93999958,-36.31557465,7.47935295,366.44567871,-36.98713303,-5.92240524,-2.36422944,34.72314072,-10.83269501,390.60467529,-28.00265121,49.56584167,7.1775856
9.94999981,-36.07958603,8.19207287,365.95913696,-36.89220428,-6.02096176,-2.361305,34.76136398,-11.18785286,391.14974976,-27.90655899,49.6649704,6.69402027
9.96000004,-36.56528854,7.92918873,365.96166992,-36.70516968,-6.02166748,-2.49053478,34.16318893,-9.84166336,391.10717773,-27.90655899,49.6649704,6.81905842
9.96999931,-36.33266449,8.16777039,365.36264038,-36.61023712,-6.120224,-2.35936785,34.78330231,-8.99462509,391.71990967,-28.00207138,49.56490707,6.82608414
9.97999954,-36.32377243,9.06472874,365.53134155,-36.79895782,-5.92276764,-2.39300084,34.09619904,-10.27785301,390.62411499,-27.8126297,49.567379,7.05704784
9.98999977,-36.58695602,7.72416306,366.47067261,-36.79840851,-6.1198616,-2.2978301,33.8718338,-10.36321831,390.5725708,-27.8126297,49.567379,6.69132853
10,-35.4518013,8.92152977,367.63165283,-36.79700089,-5.92203903,-2.39105535,34.39339066,-10.20697594,391.09539795,-27.90655899,49.6649704,6.98128986
10.01000023,-36.97787094,8.2559166,368.04672241,-36.89024353,-6.02023315,-2.33276772,34.5135994,-9.8086338,391.64709473,-27.81046677,49.76409912,6.76379871
10.0199995,-35.94806671,9.19700146,368.07946777,-37.08152008,-6.0209465,-2.45440674,33.89912033,-9.74045944,391.52737427,-27.81046677,49.76409912,7.0521574
10.02999973,-36.44991302,9.02049923,369.01171875,-37.07842255,-6.01987076,-2.19152927,33.74934006,-9.39629173,391.57131958,-27.81046677,49.76409912,7.1241951
10.03999996,-36.7232132,8.76936245,369.56640625,-37.17166138,-6.11806488,-2.45946479,33.77989197,-9.98437881,392.11505127,-27.71665192,49.66457367,6.68901062
10.05000019,-36.08852005,7.75643349,369.15588379,-37.26800537,-6.21733475,-2.49504709,33.98714447,-10.10993385,392.2633667,-27.71665192,49.66457367,6.99983931
10.05999947,-36.34104156,7.42045879,369.07629395,-37.26800537,-6.21733475,-2.2681818,34.64385223,-9.76869965,391.67285156,-27.62272263,49.56698227,6.65829992
10.06999969,-37.09989166,8.44740105,369.02416992,-37.26800537,-6.21733475,-2.13305759,34.67058182,-10.88622475,391.02435303,-27.52721024,49.66704559,6.49336386
10.07999992,-36.96339035,7.79441929,368.8442688,-37.26800537,-6.21733475,-2.26249623,34.15254974,-9.88104057,390.51913452,-27.8126297,49.567379,6.41801023
10.09000015,-35.95155334,9.21431828,369.13598633,-37.26800537,-6.21733475,-2.44943571,34.77177429,-11.3343029,391.0914917,-27.71653748,49.66650772,6.60269594
10.09999943,-36.3465004,8.76992416,369.10656738,-37.26800537,-6.21733475,-2.29505205,33.76670074,-9.5271225,390.59637451,-27.8126297,49.567379,6.62630224
10.10999966,-36.09355164,6.8929348,368.59786987,-37.36434555,-6.3166008,-2.20113516,33.6224823,-9.64411926,390.64605713,-27.8126297,49.567379,6.49832249
10.11999989,-36.96699142,7.23634434,369.11315918,-37.45503998,-6.21662903,-2.17009354,34.13106918,-10.49612427,391.14794922,-27.90655899,49.6649704,6.79919434
10.13000011,-36.47264862,7.39680576,368.56060791,-37.36179352,-6.11843491,-2.56624055,34.56945038,-9.62488461,391.61251831,-28.00048447,49.76255798,6.53577852
10.13999939,-36.8793335,7.39808846,369.14978027,-37.45334625,-6.41337967,-2.59489751,33.86602402,-9.89103889,391.15991211,-27.90655899,49.6649704,6.95223475
10.14999962,-36.83657455,7.73990536,368.54821777,-37.55137634,-6.31589508,-1.86943018,34.3874855,-9.2533226,391.62207031,-28.00048447,49.76255798,7.17985201
10.15999985,-37.23441315,8.13289261,369.06552124,-37.6446228,-6.4140892,-1.93680191,34.17423248,-9.84168434,391.07467651,-27.90655899,49.6649704,6.8242631
10.17000008,-36.35411072,7.6631794,368.57244873,-37.55137634,-6.31589508,-2.40050769,34.05472565,-9.12277603,390.64868164,-28.00265121,49.56584167,6.91932106
10.17999935,-36.60773087,6.59184074,368.05267334,-37.64603043,-6.61191559,-2.17249203,35.41994476,-10.46672249,391.08828735,-27.90655899,49.6649704,6.85573578
10.18999958,-35.70198059,7.70325661,369.13885498,-37.6446228,-6.4140892,-2.03052211,35.01322937,-9.86109352,391.14031982,-27.90655899,49.6649704,7.12135744
10.19999981,-36.20811844,7.70660114,368.5663147,-37.55137634,-6.31589508,-2.10066676,35.02851868,-9.17325592,390.13995361,-27.90872192,49.46825027,6.93113184
10.21000004,-36.10535431,7.05763674,368.07849121,-37.45644379,-6.4144516,-2.10336995,34.75837326,-9.85750389,390.55471802,-28.00265121,49.56584167,7.37436008
10.21999931,-36.72649002,7.79631662,368.11401367,-37.45644379,-6.4144516,-2.32926893,34.51487732,-9.98344421,391.60809326,-28.00048447,49.76255798,6.88964033
10.22999954,-36.2196846,6.86380005,367.06420898,-37.2699585,-6.21806335,-2.43370795,34.51491547,-9.88025856,391.662323,-28.00048447,49.76255798,6.99372053
